name_customer,cust_number,doc_id,total_open_amount,due_in_date,paymentPredictedDate
WAL-MAR ,200769623,1930832444,8429.12,5/13/2020,5/17/2020
C&S WH llc,200762301,1930838107,52234.52,5/13/2020,5/14/2020
C ,200778870,1930831890,47096.81,5/13/2020,5/8/2020
FAMILY co,200786288,1930830897,14556.21,5/13/2020,5/12/2020
COST associates,200794332,1930833634,17382.12,5/13/2020,5/9/2020
WAL-MAR co,200769623,1930829385,574.63,5/13/2020,5/16/2020
SO systems,140104440,-2147483648,182593.23,5/11/2020,5/10/2020
SA in,200759878,1930826722,15079.75,5/14/2020,5/16/2020
SMITH'S trust,200466603,1930834566,107637.82,5/14/2020,5/9/2020
WAL-MAR corporation,200769623,1930833511,14078.02,5/14/2020,5/10/2020
DELHAIZE systems,100031704,1930834243,83120.06,5/14/2020,6/17/2020
BJ'S  in,200726979,1930833736,46.27,5/14/2020,4/28/2020
WAL-MAR systems,200769623,1930837473,14141.86,5/14/2020,5/15/2020
WAL-MAR llc,200769623,1930833117,22655.29,5/14/2020,4/29/2020
DECA associates,200592182,1930834182,4770.26,4/26/2020,5/14/2020
MCL co,200799367,1930838187,62751.26,5/14/2020,5/6/2020
DECA ,200592182,1930837991,5541.31,4/23/2020,5/8/2020
WAL-MAR us,200769623,1930831927,17818.79,5/14/2020,6/17/2020
HT H co,100012698,1930834168,216.34,5/14/2020,5/18/2020
TARG corporation,200744019,1930833927,17939.03,5/14/2020,5/16/2020
WAL-MAR ,200769623,1930833507,3948.98,5/14/2020,5/5/2020
BAS in,100004536,1930837582,118601.73,5/14/2020,5/18/2020
SAFEW foundation,200772595,1930831607,37632.83,5/14/2020,5/15/2020
SUPE in,200936373,1930829836,334.54,5/14/2020,5/20/2020
WAL-MAR corporation,200769623,1930832331,16036.4,5/14/2020,6/14/2020
KROGER trust,200748108,1930817847,11903.23,5/14/2020,5/10/2020
WAL-MAR in,200769623,1930831921,16233.05,5/14/2020,5/13/2020
C&S W systems,200965912,1930831046,20862.81,5/14/2020,5/13/2020
COSTCO llc,140104429,-2147483648,5622.65,5/11/2020,5/18/2020
COSTCO corporation,140104429,-2147483648,1157.3,5/10/2020,5/9/2020
ASSOCIAT in,200772670,1930837771,3784.76,5/14/2020,5/20/2020
SO co,140104440,-2147483648,237004.06,5/11/2020,5/12/2020
PUBLI ,200707822,1930829821,56186.99,5/14/2020,5/14/2020
WAL-MAR systems,200769623,1930835895,37092.96,5/14/2020,5/8/2020
ASSOCIAT corp,200772670,1930842903,2144.61,5/14/2020,5/11/2020
GROC foundation,200915438,1930833010,8562,5/14/2020,5/8/2020
WAL-M corporation,140106408,-2147483648,2252.09,5/9/2020,5/16/2020
WAL-MAR associates,200769623,1930833864,7598.28,5/14/2020,5/9/2020
LOB in,140104409,-2147483648,48955.38,5/10/2020,5/17/2020
WAL-MAR associates,200769623,1930833488,9253.43,5/14/2020,5/15/2020
DELHAIZE associates,100031704,1930831437,113168.25,5/14/2020,5/2/2020
SO llc,140104440,-2147483648,1909.1,5/11/2020,5/10/2020
SYSCO F in,200718130,1930842310,7784.04,5/14/2020,5/4/2020
AM llc,200418007,1930821692,48384,5/14/2020,5/7/2020
C&S W co,200965912,1930838235,53061.67,5/14/2020,5/17/2020
OK in,200739534,1930838638,36873.72,5/14/2020,5/13/2020
C&S WH ,200762301,1930834151,41966.91,5/14/2020,5/9/2020
KROGER llc,200732755,1930831207,24553.13,5/14/2020,5/14/2020
WAL-MAR systems,200769623,1930832778,7572.4,5/14/2020,5/9/2020
SAFEW in,200772595,1930832203,104873.3,5/14/2020,5/10/2020
PUBLI us,200707822,1930837536,54244.95,5/14/2020,5/9/2020
WAL-MAR ,200769623,1930834240,8486.01,5/14/2020,5/9/2020
DUTCH  us,200359490,1930839309,22524.48,5/9/2020,5/14/2020
PERISH systems,200526831,1930838135,59484.19,5/14/2020,5/9/2020
DELHAIZE co,100031704,1930831553,31648.51,5/14/2020,5/9/2020
WAL-MAR corp,200769623,1930837436,34998.31,5/14/2020,5/14/2020
WAL-MAR in,200769623,1930837552,43583.84,5/14/2020,5/5/2020
WAL-MAR us,200769623,1930832952,44041.01,5/14/2020,5/9/2020
DEMOU corporation,200793088,1930831490,131409.04,5/14/2020,5/10/2020
SUPE foundation,200793568,1930838989,51239.19,5/14/2020,5/9/2020
ASSOCIAT trust,200772670,1930840823,25386.7,5/14/2020,5/22/2020
WAL-MAR ,200769623,1930837329,1898.9,5/14/2020,6/17/2020
SAFEW trust,200772595,1930832030,86461.69,5/14/2020,5/13/2020
WAL-MAR ,200769623,1930833447,7950.3,5/14/2020,5/18/2020
WAL-MAR llc,200769623,1930832220,43330.32,5/14/2020,5/15/2020
PUBLI corp,200707822,1930837979,78465.98,5/14/2020,5/14/2020
MEIJ foundation,200780383,1930835683,62792.81,5/14/2020,5/9/2020
WAL-MAR trust,200769623,1930831677,27709.07,5/14/2020,6/17/2020
PUBLI trust,200707822,1930831716,110973.68,5/14/2020,5/4/2020
WAL-MAR trust,200769623,1930830367,33158.23,5/14/2020,5/8/2020
BEN  corp,200725421,1930825724,30567.82,5/14/2020,5/15/2020
ASSOCIAT corp,200772670,1930835671,3610.06,5/14/2020,5/14/2020
C&S WH us,200762301,1930837562,23620.72,5/14/2020,8/14/2020
WEGMAN in,200711029,1930832166,29803.37,5/14/2020,5/16/2020
COSTCO in,140104429,-2147483648,6828.85,5/10/2020,5/14/2020
DELHAIZE ,100031704,1930828799,11657.09,5/14/2020,6/12/2020
SA systems,200759878,1930829236,13229.08,5/14/2020,5/10/2020
BAS in,100004536,1930837582,118601.73,5/14/2020,5/10/2020
SAVE-ON- trust,140104225,-2147483648,170802.1,5/9/2020,5/10/2020
BJ'S  us,200726979,1930833701,253.84,5/14/2020,5/14/2020
ALBERT corporation,200881076,1930838377,24198.4,5/14/2020,5/15/2020
SUPE foundation,200936373,1930839038,36429.82,5/14/2020,5/15/2020
LOB corp,140104409,-2147483648,81816.23,5/18/2020,5/20/2020
CITI-BA co,100046475,1991842706,13938.4,4/29/2020,7/30/2020
WAL-MAR associates,200769623,1930834543,4029.56,5/14/2020,5/11/2020
WAL-M llc,140106408,-2147483648,50584.75,5/10/2020,5/13/2020
KING S trust,200707005,1930828013,43122.63,5/14/2020,5/15/2020
BJ'S  llc,200726979,1930841967,575.37,5/14/2020,5/16/2020
BJ'S  foundation,200726979,1930842458,396.73,5/14/2020,5/14/2020
TARG associates,200744019,1930830596,5969.5,5/14/2020,5/12/2020
BAR trust,200486270,1930817694,2941.77,5/14/2020,5/15/2020
SA us,200759878,1930832497,14070.44,5/14/2020,5/10/2020
RA corp,200704045,1930838118,147.34,5/14/2020,5/14/2020
WAL-MAR ,200769623,1930837921,40189.99,5/14/2020,5/15/2020
WEIS co,200771157,1930837614,43666.57,5/14/2020,5/15/2020
COSTCO foundation,140104429,-2147483648,41143.77,5/9/2020,5/11/2020
TARG co,200744019,1930834005,3102.7,5/14/2020,5/10/2020
WAL-MAR foundation,200769623,1930832455,12620.27,5/14/2020,5/14/2020
WAL-MAR corporation,200769623,1930832325,41.08,5/14/2020,5/15/2020
DOLLA corp,200148860,1930834027,36960.74,5/14/2020,5/14/2020
WAL-MAR foundation,200769623,1930834316,19597.81,5/14/2020,5/9/2020
PUBLI associates,200707822,1930834154,73302.65,5/14/2020,5/10/2020
SHARP S ,200719526,1930830847,2177,5/14/2020,5/11/2020
MEIJ ,200780383,1930833752,131039.35,5/14/2020,5/14/2020
KROG associates,200749782,1930833304,21129.5,5/14/2020,5/14/2020
KROGER foundation,200752302,1930833999,107130.31,5/14/2020,5/10/2020
WAL-MAR llc,200769623,1930832611,6540.07,5/14/2020,5/15/2020
SUPE us,200793568,1930833379,246.37,5/14/2020,5/9/2020
STATER  llc,200743996,1930837481,33075.81,5/14/2020,5/15/2020
J  co,200895669,1930838706,2113.31,5/15/2020,5/10/2020
BAS systems,100004536,1930832709,28495.13,5/14/2020,5/14/2020
H T H us,200078795,1930834178,661.17,5/14/2020,5/11/2020
CORE-M corp,140104331,-2147483648,1131.84,5/10/2020,4/25/2020
GROC systems,100036066,1930827238,59317.67,5/14/2020,5/11/2020
WAKE trust,200704858,1930829979,107535.18,5/14/2020,5/10/2020
DECA systems,200592182,1930838733,9155.6,4/24/2020,5/9/2020
WAL-M corporation,140106408,-2147483648,66916.95,5/10/2020,5/15/2020
AM ,200418007,1930822564,33553.11,5/14/2020,5/15/2020
GROC systems,200915438,1930820362,3888,5/14/2020,6/9/2020
KROGER corp,200743123,1930830150,62427.23,5/14/2020,5/14/2020
SMITHFIE co,100000222,1930829873,8552.89,5/14/2020,5/15/2020
KING S us,200707005,1930830838,107979.04,5/14/2020,5/10/2020
US  llc,200895843,1930839301,12249.7,5/14/2020,5/11/2020
DELHAIZE in,100031704,1930839402,80446.24,5/14/2020,5/10/2020
WAL-MAR ,200769623,1930835480,50700.8,5/14/2020,5/14/2020
DELHAIZE trust,100031704,1930830633,46654.29,5/14/2020,5/14/2020
LES ENTRE corp,100029649,-2147483648,12000,5/10/2020,5/9/2020
SUPE foundation,200793568,1930835836,61118.35,5/14/2020,5/9/2020
SUPE corp,200793568,1930833007,52089.76,5/14/2020,5/8/2020
GROC llc,200915438,1930803666,6792,5/14/2020,5/14/2020
WAKE foundation,200704858,1930831194,112587.4,5/14/2020,5/10/2020
SUPE trust,200936373,1930831398,26068.3,5/14/2020,6/5/2020
WAL-MAR systems,200769623,1930838404,2217.08,5/14/2020,5/9/2020
PUBLI associates,200707822,1930838975,3608.05,5/14/2020,5/10/2020
WAL-MAR corp,200769623,1930837553,32289.38,5/14/2020,5/14/2020
C&S WH us,200762301,1930846960,48837.6,5/15/2020,4/11/2020
FR llc,200705372,1930837647,73154.73,5/15/2020,5/10/2020
M corporation,200793830,1930831649,48276.36,5/15/2020,3/26/2020
WAL-MAR corporation,200769623,1930838650,4067.76,5/15/2020,5/17/2020
AM associates,200418007,1930829657,406.26,5/15/2020,5/11/2020
SA co,200759878,1930833089,14537.86,5/15/2020,5/17/2020
WAL-MAR corp,200769623,1930839110,19238.5,5/15/2020,5/15/2020
WAL-MAR us,200769623,1930846816,471.56,5/15/2020,5/10/2020
DEC ,200416837,1930839295,6149.55,4/11/2020,5/27/2020
C&S WH ,200762301,1930844871,51798.7,5/15/2020,5/16/2020
M co,200793830,1930842286,94060.07,5/15/2020,5/10/2020
QUALITY C ,100006311,1930843145,20175.8,5/15/2020,5/10/2020
U R M  corp,200773364,1930837613,605.91,5/15/2020,5/22/2020
PERFOR corporation,200722444,1930838765,29366.92,5/15/2020,5/14/2020
C&S WH in,200762301,1930834418,32379.65,5/15/2020,4/2/2020
WA associates,200697207,1930839105,21727.54,5/15/2020,5/14/2020
DELHAIZE co,100031704,1930842890,31796.96,5/15/2020,5/10/2020
WAL-MAR in,200769623,1930842523,10656.52,5/15/2020,5/15/2020
C&S WH ,200762301,1930838333,154181.4,5/15/2020,5/15/2020
MID MO trust,200723794,1930838384,95067.36,5/15/2020,5/17/2020
FAMILY in,200786288,1930831389,13759.36,5/15/2020,5/10/2020
THE  trust,140106181,-2147483648,97626.35,5/11/2020,3/27/2020
C&S WH foundation,200762301,1930837919,4265.51,5/15/2020,5/15/2020
CONSO associates,200790165,1930844024,9442.8,5/15/2020,5/16/2020
WAL-MAR trust,200769623,1930838427,21189.8,5/15/2020,5/18/2020
SA corp,200759878,1930832127,15005.29,5/15/2020,5/11/2020
ALBERT corporation,200881076,1930843389,49491.84,5/15/2020,5/15/2020
WAL-MAR ,200769623,1930837456,2183.71,5/15/2020,6/14/2020
JET associates,200152991,1930838291,2080.52,5/15/2020,5/18/2020
WAL-MAR trust,200769623,1930843645,3270.04,5/15/2020,5/9/2020
C&S WH us,200762301,1930846960,48837.6,5/15/2020,5/16/2020
WAL-MAR associates,200769623,1930844797,30821.7,5/15/2020,5/15/2020
WAL-MAR associates,200769623,1930834099,431.9,5/15/2020,5/10/2020
WAL-MAR ,200769623,1930843647,61105.98,5/15/2020,4/26/2020
SMITH'S corporation,200466603,1930847393,22323.12,5/15/2020,5/7/2020
WAL-M foundation,140106408,-2147483648,13215.16,5/11/2020,5/6/2020
MDV/ systems,200792734,1930843992,39230.49,5/15/2020,5/17/2020
WAL-MAR ,200769623,1930832473,35569.7,5/15/2020,5/15/2020
WAL-MAR corp,200769623,1930837656,13175.14,5/15/2020,5/15/2020
ASSOCI associates,200719839,1930838319,15829.88,5/15/2020,7/5/2020
JET llc,200152991,1930841849,2441.2,5/15/2020,5/10/2020
LOB llc,140104409,-2147483648,54142.6,5/11/2020,5/16/2020
DELHAIZE ,100031704,1930844130,61305.92,5/15/2020,5/15/2020
AM co,200418007,1930830767,780.24,7/4/2020,5/16/2020
TARG in,200744019,1930835295,3656.04,5/15/2020,5/10/2020
C&S WH corporation,200762301,1930839505,23089.39,5/15/2020,5/15/2020
BOZZU us,200779906,1930838699,3083.12,5/15/2020,5/14/2020
WAL-MAR in,200769623,1930842518,1898.2,5/15/2020,5/4/2020
WAL-MAR corporation,200769623,1930832903,44022.73,5/15/2020,5/15/2020
SA llc,200759878,1930833363,18550.55,5/15/2020,5/11/2020
AM us,200418007,1930832396,1603.2,5/15/2020,4/28/2020
COST corporation,200794332,1930839601,1715.7,5/15/2020,5/15/2020
WAL-MAR llc,200769623,1930839764,25488.66,5/15/2020,5/16/2020
WAL-MAR corp,200769623,1930838506,10702.47,5/15/2020,3/27/2020
WAL-MAR ,200769623,1930833876,52363.69,5/15/2020,3/26/2020
DOLLA llc,200148860,1930841886,58297.96,5/15/2020,5/15/2020
SYSC us,140105686,-2147483648,6631.28,5/18/2020,5/15/2020
NASH  ,200777735,1930844472,43685.83,5/15/2020,5/11/2020
CULINAR in,200346918,1930844579,46399.32,5/10/2020,6/16/2020
WAL-MAR in,200769623,1930837450,31582.49,5/15/2020,6/9/2020
DELHAIZE llc,100031704,1930832762,96095.93,5/15/2020,5/22/2020
SA foundation,200759878,1930838681,29382.01,5/15/2020,5/14/2020
WINC us,200706844,1930843323,7759.48,5/15/2020,5/27/2020
THE NO associates,140104552,-2147483648,49260.62,5/17/2020,5/14/2020
WAL-MAR systems,200769623,1930842513,264.71,5/15/2020,5/18/2020
WAL-MAR associates,200769623,1930831887,15275.52,5/15/2020,5/16/2020
SHAWS  associates,200275115,1930834505,26217.26,5/15/2020,5/16/2020
C&S WH llc,200762301,1930834421,8240.65,5/15/2020,5/10/2020
DEC corporation,200020431,1930840753,18443.55,4/11/2020,4/12/2020
DOLLA associates,200148860,1930838921,64352.02,5/15/2020,5/10/2020
WAL-MAR in,200769623,1930842156,373.72,5/15/2020,5/15/2020
WAL-MAR corp,200769623,1930846583,44703.15,5/15/2020,5/16/2020
H E BUT corp,200761734,1930843729,47005.35,5/15/2020,5/11/2020
BROOKS co,200743129,1930831317,18117.54,5/15/2020,5/27/2020
COAS co,200337148,1930818769,4861.58,5/15/2020,5/29/2020
TARG trust,200744019,1930835865,2317.72,5/15/2020,5/19/2020
SAFEW in,200772595,1930831947,136358.35,5/15/2020,5/15/2020
DOT us,200705742,1930840007,55.06,6/3/2020,5/17/2020
RASTEL trust,200040366,1930832181,2571.8,5/15/2020,5/21/2020
ALBER corp,200750051,1930840923,92794.73,5/15/2020,5/17/2020
WAL-MAR us,200769623,1930846816,471.56,5/15/2020,5/18/2020
A & W F corporation,140104229,-2147483648,4612.95,5/17/2020,5/16/2020
C&S WH in,200762301,1930831311,22351.75,5/15/2020,5/14/2020
COSTCO systems,140104429,-2147483648,37183.1,5/19/2020,5/17/2020
WAL-MAR co,200769623,1930843807,24438.12,5/15/2020,5/13/2020
LIDL trust,100047527,1930842594,10455.48,5/15/2020,5/15/2020
ASSOCIAT us,200772670,1930844221,118874.52,5/15/2020,5/15/2020
DOLLAR co,100001196,1930833597,7067.59,5/15/2020,5/20/2020
BJ'S  associates,200726979,1930839715,694.32,5/15/2020,5/21/2020
WAL-M corporation,140106408,-2147483648,12996.08,5/12/2020,5/12/2020
SUPE us,200936373,1930832208,78445.57,5/15/2020,5/20/2020
MCL trust,200799367,1930840091,45923.39,5/15/2020,5/13/2020
KROGER us,200732755,1930837433,52942.79,5/15/2020,5/13/2020
WAL-MAR trust,200769623,1930842522,21631.39,5/15/2020,5/15/2020
UNITE llc,200799538,1930843308,59507.46,5/15/2020,5/16/2020
COST llc,200794332,1930844208,37166.62,5/15/2020,5/15/2020
US  foundation,200515231,1930843815,23461.73,5/15/2020,5/15/2020
WAL-M trust,140106408,-2147483648,17150.43,5/10/2020,5/15/2020
WAL-MAR trust,200769623,1930838025,7128.89,5/15/2020,5/15/2020
JET ,200152991,1930838294,1125.24,5/15/2020,5/16/2020
BJ'S  associates,200726979,1930837641,38151.04,5/15/2020,5/14/2020
COST systems,200794332,1930842439,41796.83,5/15/2020,5/10/2020
WAL-MAR systems,200769623,1930837719,12831.3,5/15/2020,5/16/2020
WAL-MAR foundation,200769623,1930829939,3794.77,5/15/2020,5/13/2020
SA llc,200759878,1930827961,13696.5,5/15/2020,7/10/2020
DEC us,200416837,1930839294,14068.08,4/11/2020,5/10/2020
NASS co,100043921,1930842724,9778.39,5/15/2020,5/15/2020
US  associates,200571849,1930844283,6187.8,5/15/2020,5/16/2020
WAL-M trust,140106408,-2147483648,20703.43,5/11/2020,5/10/2020
BURR systems,200555117,1930838364,47289.43,5/15/2020,5/15/2020
C&S WH in,200762301,1930831311,22351.75,5/15/2020,4/10/2020
DOLLA llc,200148860,1930838366,9721.28,7/4/2020,5/15/2020
SA us,200759878,1930842186,94882.39,5/15/2020,5/17/2020
SA foundation,200729942,1930843502,17014.73,5/16/2020,3/26/2020
PERISH llc,200526831,1930849077,73590.29,5/16/2020,5/17/2020
MCL ,200799367,1930822177,18803.77,5/16/2020,7/14/2020
BE co,200806580,1930838210,2760,5/16/2020,5/27/2020
WAL-MAR us,200769623,1930847667,17696.94,5/16/2020,5/16/2020
WAL-MAR associates,200769623,1930848498,33847.01,5/16/2020,5/19/2020
WAL-MAR corporation,200769623,1930832676,54880.76,5/16/2020,5/11/2020
MCL us,200799367,1930832681,9499.74,5/16/2020,5/20/2020
AL trust,200739006,1930822691,20825.09,5/16/2020,5/17/2020
ASSOCIAT ,200772670,1930847235,134042.3,5/16/2020,5/16/2020
WAL-MAR in,200769623,1930845541,7784.02,5/16/2020,5/16/2020
MCLANE in,200126819,1930844204,17125.92,5/16/2020,7/16/2020
SUPE us,200936373,1930842727,153237.08,5/16/2020,8/14/2020
DOT co,200705742,1930849408,44824.23,6/4/2020,6/3/2020
WAL-MAR co,200769623,1930844905,54084.78,5/16/2020,5/11/2020
KEU trust,100058172,-2147483648,158949,5/11/2020,8/9/2020
WAL-MAR corporation,200769623,1930845211,1369.16,5/16/2020,5/11/2020
NASH  in,200777735,1930844189,82313.89,5/16/2020,5/17/2020
C&S WH systems,200762301,1930847400,95620.7,5/16/2020,5/11/2020
WAL-MAR associates,200769623,1930839531,9807.02,5/16/2020,5/16/2020
AM corporation,200418007,1930840820,31056.77,5/16/2020,5/16/2020
AM us,200418007,1930841903,1436.76,7/5/2020,7/6/2020
LOB co,140104409,-2147483648,7121.16,5/15/2020,5/17/2020
WAL-M foundation,140106408,-2147483648,86136.45,5/13/2020,5/14/2020
WAL-MAR systems,200769623,1930842012,34649.56,5/16/2020,5/15/2020
WAL-MAR corporation,200769623,1930832676,54880.76,5/16/2020,5/16/2020
WAL-MAR corp,200769623,1930846539,24521.32,5/16/2020,5/20/2020
MDV/ co,200792734,1930851024,13936.62,5/16/2020,5/11/2020
WAL-MAR corp,200769623,1930844177,29942.58,5/16/2020,5/15/2020
KROG in,200029010,1930852722,152758.39,5/16/2020,5/6/2020
ALBERT associates,200920735,1930848285,63293.37,5/16/2020,5/11/2020
WAL-MAR systems,200769623,1930843472,17750.39,5/16/2020,6/4/2020
UNIFIE systems,200792293,1930843465,35764.14,5/16/2020,5/16/2020
AM ,200418007,1930828147,7688.27,5/16/2020,5/15/2020
WAL-MAR corp,200769623,1930845497,2352.97,5/16/2020,5/16/2020
WAL-MAR in,200769623,1930839508,623.68,5/16/2020,5/16/2020
SA us,200759878,1930844909,33260.88,5/16/2020,5/16/2020
DOT trust,200705742,1930849409,903.73,5/16/2020,5/16/2020
WAKE co,200704858,1930846589,104738.19,5/16/2020,5/18/2020
REINHA us,200756072,1930832913,11341.35,5/16/2020,6/28/2020
LOB corporation,140104409,-2147483648,82158.32,5/21/2020,5/17/2020
C&S WH corporation,200762301,1930838121,18445.94,5/16/2020,5/30/2020
TARG systems,200744019,1930843058,7172.17,5/16/2020,5/15/2020
WAL-MAR associates,200769623,1930845568,661.11,5/16/2020,5/14/2020
WAL-MAR systems,200769623,1930839670,7102.56,5/16/2020,5/16/2020
ASSOCI systems,200719839,1930835692,78384.16,5/16/2020,5/16/2020
MAINES llc,200763229,1930847281,9052.46,5/16/2020,5/17/2020
SUPE trust,200936373,1930850903,44942.5,5/16/2020,5/16/2020
ASSOCIAT ,200772670,1930847275,54927.46,5/16/2020,5/21/2020
WAL-MAR ,200769623,1930839393,8927.41,5/16/2020,5/18/2020
ALBER in,200750051,1930847081,4176.42,5/16/2020,5/17/2020
LOB in,140104409,-2147483648,52318.38,5/12/2020,5/14/2020
ASSOCIAT corp,200772670,1930848257,37719.32,5/16/2020,5/16/2020
C&S WH associates,200762301,1930837913,24351.71,5/16/2020,5/17/2020
WAL-MAR systems,200769623,1930845084,31004.26,5/16/2020,5/21/2020
WAL-MAR foundation,200769623,1930838274,52287.55,5/16/2020,5/16/2020
KEHE  systems,200760666,1930848740,495.74,5/16/2020,5/11/2020
WAL-MAR in,200769623,1930845781,9609.09,5/16/2020,5/18/2020
WAL-MAR llc,200769623,1930843867,30210.66,5/16/2020,5/16/2020
FOOD 4 in,200779719,1930843876,17224.98,5/16/2020,5/11/2020
TARG ,200744019,1930844596,9149.63,5/16/2020,5/16/2020
WAL-MAR in,200769623,1930845088,31094.21,5/16/2020,5/17/2020
ASSOCIAT ,200772670,1930847756,10154.93,5/16/2020,4/2/2020
DELHAIZE us,100031704,1930849400,17667.64,5/16/2020,5/16/2020
WAL-M co,140106408,-2147483648,45823.48,5/12/2020,5/31/2020
KROGER corp,200793513,1930846951,31737.94,5/16/2020,6/5/2020
MEIJ llc,200780383,1930843649,100720.8,5/16/2020,5/21/2020
FEDER trust,140104240,-2147483648,111298.08,5/19/2020,5/19/2020
WAL-MAR in,200769623,1930844175,186.85,5/16/2020,5/11/2020
SUPE ,200793568,1930835698,897.04,5/16/2020,6/4/2020
WAL-MAR in,200769623,1930851169,19068.58,5/16/2020,5/16/2020
ALBER associates,200750051,1930850663,125738.01,5/16/2020,5/14/2020
WAL-MAR co,200769623,1930839509,23642.14,5/16/2020,5/5/2020
SUPERB co,200132251,1930846865,4101.21,5/16/2020,5/9/2020
WAL-MAR trust,200769623,1930843853,19597.81,5/16/2020,5/21/2020
LONGO  ,140106271,-2147483648,9578.64,5/15/2020,5/16/2020
ALBER co,200014556,1930837394,143270.3,5/16/2020,5/14/2020
AM systems,200418007,1930833746,365.44,5/16/2020,5/17/2020
DELHAIZE us,100031704,1930849400,17667.64,5/16/2020,3/28/2020
ASSOCI us,200719839,1930838147,32706.28,5/16/2020,5/13/2020
C&S WH systems,200762301,1930839064,108869.05,5/16/2020,5/17/2020
MEIJ in,200780383,1930843461,65046.34,5/16/2020,5/30/2020
ASSOCI llc,200719839,1930835693,4036.93,5/16/2020,5/13/2020
WAL-MAR trust,200769623,1930843422,11026.26,5/16/2020,5/13/2020
WAL-MAR llc,200769623,1930841993,130.81,5/16/2020,5/16/2020
MDV/ trust,200792734,1930850522,75816.31,5/16/2020,5/13/2020
WAL-MAR associates,200769623,1930842469,31045.62,5/16/2020,5/15/2020
KROGE in,200776463,1930846770,95877.4,5/16/2020,5/15/2020
SCHNU trust,200747369,1930846870,14332.95,5/16/2020,5/16/2020
SMART &  us,200707741,1930846911,64344.58,5/16/2020,5/16/2020
SUPE corporation,200793568,1930835662,112708.08,5/16/2020,5/15/2020
WAL-MAR associates,200769623,1930828048,2321.7,5/16/2020,5/2/2020
WAL-MAR corporation,200769623,1930845782,4797.54,5/16/2020,5/17/2020
LOB us,140104409,-2147483648,87835.17,5/15/2020,5/13/2020
